,tagnt_word_n,book,chapter,verse,orig,lex,strong,freq
89924,93302,1 Corinthiens,1,4,θεοῦ,θεός,G2316,1311
89925,93303,1 Corinthiens,1,4,τῆ,ὁ,G3588,19785
89926,93304,1 Corinthiens,1,4,δοθείσῃ,δίδωμι,G1325,409
89927,93305,1 Corinthiens,1,4,ὑμῖν,σύ,G4771,2896
89928,93306,1 Corinthiens,1,4,ἐν,ἐν,G1722,2728
89929,93307,1 Corinthiens,1,4,Χριστῷ,Χριστός,G5547,529
89930,93308,1 Corinthiens,1,4,Ἰησοῦ,Ἰησοῦς,G2424,910
89931,93309,1 Corinthiens,1,5,ὅτι,ὅτι,G3754,1291
89932,93310,1 Corinthiens,1,5,ἐν,ἐν,G1722,2728
89933,93311,1 Corinthiens,1,5,παντὶ,πᾶς,G3956,1236
89934,93312,1 Corinthiens,1,5,ἐπλουτίσθητε,πλουτίζω,G4148,3
89935,93313,1 Corinthiens,1,5,ἐν,ἐν,G1722,2728
89936,93314,1 Corinthiens,1,5,αὐτῷ,αὐτός,G0846,5558
89937,93315,1 Corinthiens,1,5,ἐν,ἐν,G1722,2728
89938,93316,1 Corinthiens,1,5,παντὶ,πᾶς,G3956,1236
89939,93317,1 Corinthiens,1,5,λόγῳ,λόγος,G3056,330
89940,93318,1 Corinthiens,1,5,καὶ,καί,G2532,9130
89941,93319,1 Corinthiens,1,5,πάσῃ,πᾶς,G3956,1236
89942,93320,1 Corinthiens,1,5,γνώσει,γνῶσις,G1108,29
89943,93321,1 Corinthiens,1,6,καθὼς,καθώς,G2531,182
89944,93322,1 Corinthiens,1,6,τὸ,ὁ,G3588,19785
89945,93323,1 Corinthiens,1,6,μαρτύριον,μαρτύριον,G3142,19
89946,93324,1 Corinthiens,1,6,τοῦ,ὁ,G3588,19785
89947,93325,1 Corinthiens,1,6,Χριστοῦ,Χριστός,G5547,529
89948,93326,1 Corinthiens,1,6,ἐβεβαιώθη,βεβαιόω,G0950,8
89949,93327,1 Corinthiens,1,6,ἐν,ἐν,G1722,2728
89950,93328,1 Corinthiens,1,6,ὑμῖν,σύ,G4771,2896
89951,93329,1 Corinthiens,1,7,ὥστε,ὥστε,G5620,83
89952,93330,1 Corinthiens,1,7,ὑμᾶς,σύ,G4771,2896
89953,93331,1 Corinthiens,1,7,μὴ,μή,G3361,1065
89954,93332,1 Corinthiens,1,7,ὑστερεῖσθαι,ὑστερέω,G5302,16
89955,93333,1 Corinthiens,1,7,ἐν,ἐν,G1722,2728
89956,93334,1 Corinthiens,1,7,μηδενὶ,μηδείς,G3367,90
89957,93335,1 Corinthiens,1,7,χαρίσματι,χάρισμα,G5486,17
89958,93336,1 Corinthiens,1,7,ἀπεκδεχομένους,ἀπεκδέχομαι,G0553,8
89959,93337,1 Corinthiens,1,7,τὴν,ὁ,G3588,19785
89960,93338,1 Corinthiens,1,7,ἀποκάλυψιν,ἀποκάλυψις,G0602,18
89961,93339,1 Corinthiens,1,7,τοῦ,ὁ,G3588,19785
89962,93340,1 Corinthiens,1,7,κυρίου,κύριος,G2962,716
89963,93341,1 Corinthiens,1,7,ἡμῶν,ἐγώ,G1473,2462
89964,93342,1 Corinthiens,1,7,Ἰησοῦ,Ἰησοῦς,G2424,910
89965,93343,1 Corinthiens,1,7,Χριστοῦ,Χριστός,G5547,529
89966,93344,1 Corinthiens,1,8,ὃς,ὅς,G3739,1408
89967,93345,1 Corinthiens,1,8,καὶ,καί,G2532,9130
89968,93346,1 Corinthiens,1,8,βεβαιώσει,βεβαιόω,G0950,8
89969,93347,1 Corinthiens,1,8,ὑμᾶς,σύ,G4771,2896
89970,93348,1 Corinthiens,1,8,ἕως,ἕως,G2193,145
89971,93349,1 Corinthiens,1,8,τέλους,τέλος,G5056,40
89972,93350,1 Corinthiens,1,8,ἀνεγκλήτους,ἀνέγκλητος,G0410,5
89973,93351,1 Corinthiens,1,8,ἐν,ἐν,G1722,2728
89974,93352,1 Corinthiens,1,8,τῆ,ὁ,G3588,19785
89975,93353,1 Corinthiens,1,8,ἡμέρᾳ,ἡμέρα,G2250,388
89976,93354,1 Corinthiens,1,8,τοῦ,ὁ,G3588,19785
89977,93355,1 Corinthiens,1,8,κυρίου,κύριος,G2962,716
89978,93356,1 Corinthiens,1,8,ἡμῶν,ἐγώ,G1473,2462
89979,93357,1 Corinthiens,1,8,Ἰησοῦ,Ἰησοῦς,G2424,910
89980,93358,1 Corinthiens,1,8,Χριστοῦ,Χριστός,G5547,529
89981,93359,1 Corinthiens,1,9,Πιστὸς,πιστός,G4103,66
89982,93360,1 Corinthiens,1,9,ὁ,ὁ,G3588,19785
89983,93361,1 Corinthiens,1,9,θεός,θεός,G2316,1311
89984,93362,1 Corinthiens,1,9,δι᾽,διά,G1223,666
89985,93363,1 Corinthiens,1,9,οὗ,ὅς,G3739,1408
89986,93364,1 Corinthiens,1,9,ἐκλήθητε,καλέω,G2564,148
89987,93365,1 Corinthiens,1,9,εἰς,εἰς,G1519,1757
89988,93366,1 Corinthiens,1,9,κοινωνίαν,κοινωνία,G2842,19
89989,93367,1 Corinthiens,1,9,τοῦ,ὁ,G3588,19785
89990,93368,1 Corinthiens,1,9,υἱοῦ,υἱός,G5207,372
89991,93369,1 Corinthiens,1,9,αὐτοῦ,αὐτός,G0846,5558
89992,93370,1 Corinthiens,1,9,Ἰησοῦ,Ἰησοῦς,G2424,910
89993,93371,1 Corinthiens,1,9,Χριστοῦ,Χριστός,G5547,529
89994,93372,1 Corinthiens,1,9,τοῦ,ὁ,G3588,19785
89995,93373,1 Corinthiens,1,9,κυρίου,κύριος,G2962,716
89996,93374,1 Corinthiens,1,9,ἡμῶν,ἐγώ,G1473,2462
89997,93375,1 Corinthiens,1,10,Παρακαλῶ,παρακαλέω,G3870,108
89998,93376,1 Corinthiens,1,10,δὲ,δέ,G1161,2771
89999,93377,1 Corinthiens,1,10,ὑμᾶς,σύ,G4771,2896
90000,93378,1 Corinthiens,1,10,ἀδελφοί,ἀδελφός,G0080,343
90001,93379,1 Corinthiens,1,10,διὰ,διά,G1223,666
90002,93380,1 Corinthiens,1,10,τοῦ,ὁ,G3588,19785
90003,93381,1 Corinthiens,1,10,ὀνόματος,ὄνομα,G3686,229
90004,93382,1 Corinthiens,1,10,τοῦ,ὁ,G3588,19785
90005,93383,1 Corinthiens,1,10,κυρίου,κύριος,G2962,716
90006,93384,1 Corinthiens,1,10,ἡμῶν,ἐγώ,G1473,2462
90007,93385,1 Corinthiens,1,10,Ἰησοῦ,Ἰησοῦς,G2424,910
90008,93386,1 Corinthiens,1,10,Χριστοῦ,Χριστός,G5547,529
90009,93387,1 Corinthiens,1,10,ἵνα,ἵνα,G2443,668
90010,93388,1 Corinthiens,1,10,τὸ,ὁ,G3588,19785
90011,93389,1 Corinthiens,1,10,αὐτὸ,αὐτός,G0846,5558
90012,93390,1 Corinthiens,1,10,λέγητε,λέγω,G3004,1318
90013,93391,1 Corinthiens,1,10,πάντες,πᾶς,G3956,1236
90014,93392,1 Corinthiens,1,10,καὶ,καί,G2532,9130
90015,93393,1 Corinthiens,1,10,μὴ,μή,G3361,1065
90016,93394,1 Corinthiens,1,10,ᾖ,εἰμί,G1510,2458
90017,93395,1 Corinthiens,1,10,ἐν,ἐν,G1722,2728
90018,93396,1 Corinthiens,1,10,ὑμῖν,σύ,G4771,2896
90019,93397,1 Corinthiens,1,10,σχίσματα,σχίσμα,G4978,8
90020,93398,1 Corinthiens,1,10,ἦτε,εἰμί,G1510,2458
90021,93399,1 Corinthiens,1,10,δὲ,δέ,G1161,2771
90022,93400,1 Corinthiens,1,10,κατηρτισμένοι,καταρτίζω,G2675,13
90023,93401,1 Corinthiens,1,10,ἐν,ἐν,G1722,2728
90024,93402,1 Corinthiens,1,10,τῷ,ὁ,G3588,19785
90025,93403,1 Corinthiens,1,10,αὐτῷ,αὐτός,G0846,5558
90026,93404,1 Corinthiens,1,10,νοῒ,νοῦς,G3563,24
90027,93405,1 Corinthiens,1,10,καὶ,καί,G2532,9130
90028,93406,1 Corinthiens,1,10,ἐν,ἐν,G1722,2728
90029,93407,1 Corinthiens,1,10,τῆ,ὁ,G3588,19785
90030,93408,1 Corinthiens,1,10,αὐτῆ,αὐτός,G0846,5558
90031,93409,1 Corinthiens,1,10,γνώμῃ,γνώμη,G1106,9
90032,93410,1 Corinthiens,1,11,Ἐδηλώθη,δηλόω,G1213,7
90033,93411,1 Corinthiens,1,11,γάρ,γάρ,G1063,1039
90034,93412,1 Corinthiens,1,11,μοι,ἐγώ,G1473,2462
90035,93413,1 Corinthiens,1,11,περὶ,περί,G4012,331
90036,93414,1 Corinthiens,1,11,ὑμῶν,σύ,G4771,2896
90037,93415,1 Corinthiens,1,11,ἀδελφοί,ἀδελφός,G0080,343
90038,93416,1 Corinthiens,1,11,μου,ἐγώ,G1473,2462
90039,93417,1 Corinthiens,1,11,ὑπὸ,ὑπό,G5259,219
90040,93418,1 Corinthiens,1,11,τῶν,ὁ,G3588,19785
90041,93419,1 Corinthiens,1,11,Χλόης,Χλόη,G5514,1
90042,93420,1 Corinthiens,1,11,ὅτι,ὅτι,G3754,1291
90043,93421,1 Corinthiens,1,11,ἔριδες,ἔρις,G2054,8
90044,93422,1 Corinthiens,1,11,ἐν,ἐν,G1722,2728
90045,93423,1 Corinthiens,1,11,ὑμῖν,σύ,G4771,2896
90046,93424,1 Corinthiens,1,11,εἰσιν,εἰμί,G1510,2458
90047,93425,1 Corinthiens,1,12,λέγω,λέγω,G3004,1318
90048,93426,1 Corinthiens,1,12,δὲ,δέ,G1161,2771
90049,93427,1 Corinthiens,1,12,τοῦτο,οὗτος,G3778,1380
90050,93428,1 Corinthiens,1,12,ὅτι,ὅτι,G3754,1291
90051,93429,1 Corinthiens,1,12,ἕκαστος,ἕκαστος,G1538,81
90052,93430,1 Corinthiens,1,12,ὑμῶν,σύ,G4771,2896
90053,93431,1 Corinthiens,1,12,λέγει,λέγω,G3004,1318
90054,93432,1 Corinthiens,1,12,ἐγὼ,ἐγώ,G1473,2462
90055,93433,1 Corinthiens,1,12,μέν,μέν,G3303,178
90056,93434,1 Corinthiens,1,12,εἰμι,εἰμί,G1510,2458
90057,93435,1 Corinthiens,1,12,Παύλου,Παῦλος,G3972,158
90058,93436,1 Corinthiens,1,12,ἐγὼ,ἐγώ,G1473,2462
90059,93437,1 Corinthiens,1,12,δὲ,δέ,G1161,2771
90060,93438,1 Corinthiens,1,12,Ἀπολλῶ,Ἀπολλῶς,G0625,10
90061,93439,1 Corinthiens,1,12,ἐγὼ,ἐγώ,G1473,2462
90062,93440,1 Corinthiens,1,12,δὲ,δέ,G1161,2771
90063,93441,1 Corinthiens,1,12,Κηφᾶ,Κηφᾶς,G2786,9
90064,93442,1 Corinthiens,1,12,ἐγὼ,ἐγώ,G1473,2462
90065,93443,1 Corinthiens,1,12,δὲ,δέ,G1161,2771
90066,93444,1 Corinthiens,1,12,Χριστοῦ,Χριστός,G5547,529
90067,93445,1 Corinthiens,1,13,μεμέρισται,μερίζω,G3307,14
90068,93446,1 Corinthiens,1,13,ὁ,ὁ,G3588,19785
90069,93447,1 Corinthiens,1,13,Χριστός,Χριστός,G5547,529
90070,93448,1 Corinthiens,1,13,μὴ,μή,G3361,1065
90071,93449,1 Corinthiens,1,13,Παῦλος,Παῦλος,G3972,158
90072,93450,1 Corinthiens,1,13,ἐσταυρώθη,σταυρόω,G4717,46
90073,93451,1 Corinthiens,1,13,ὑπὲρ,ὑπέρ,G5228,153
90074,93452,1 Corinthiens,1,13,ὑμῶν,σύ,G4771,2896
90075,93453,1 Corinthiens,1,13,ἢ,ἤ,G2228,346
90076,93454,1 Corinthiens,1,13,εἰς,εἰς,G1519,1757
90077,93455,1 Corinthiens,1,13,τὸ,ὁ,G3588,19785
90078,93456,1 Corinthiens,1,13,ὄνομα,ὄνομα,G3686,229
90079,93457,1 Corinthiens,1,13,Παύλου,Παῦλος,G3972,158
90080,93458,1 Corinthiens,1,13,ἐβαπτίσθητε,βαπτίζω,G0907,76
90081,93459,1 Corinthiens,1,14,εὐχαριστῶ,εὐχαριστέω,G2168,38
90082,93462,1 Corinthiens,1,14,ὅτι,ὅτι,G3754,1291
90083,93463,1 Corinthiens,1,14,οὐδένα,οὐδείς,G3762,232
90084,93464,1 Corinthiens,1,14,ὑμῶν,σύ,G4771,2896
90085,93465,1 Corinthiens,1,14,ἐβάπτισα,βαπτίζω,G0907,76
90086,93466,1 Corinthiens,1,14,εἰ,εἰ,G1487,506
90087,93467,1 Corinthiens,1,14,μὴ,μή,G3361,1065
90088,93468,1 Corinthiens,1,14,Κρίσπον,Κρίσπος,G2921,2
90089,93469,1 Corinthiens,1,14,καὶ,καί,G2532,9130
90090,93470,1 Corinthiens,1,14,Γάϊον,Γάϊος,G1050,5
90091,93471,1 Corinthiens,1,15,ἵνα,ἵνα,G2443,668
90092,93472,1 Corinthiens,1,15,μή,μή,G3361,1065
90093,93473,1 Corinthiens,1,15,τις,τις,G5100,525
90094,93474,1 Corinthiens,1,15,εἴπῃ,ἔπω,G2036,929
90095,93475,1 Corinthiens,1,15,ὅτι,ὅτι,G3754,1291
90096,93476,1 Corinthiens,1,15,εἰς,εἰς,G1519,1757
90097,93477,1 Corinthiens,1,15,τὸ,ὁ,G3588,19785
90098,93478,1 Corinthiens,1,15,ἐμὸν,ἐμός,G1699,72
90099,93479,1 Corinthiens,1,15,ὄνομα,ὄνομα,G3686,229
90100,93480,1 Corinthiens,1,15,ἐβαπτίσθητε,βαπτίζω,G0907,76
90101,93481,1 Corinthiens,1,16,ἐβάπτισα,βαπτίζω,G0907,76
90102,93482,1 Corinthiens,1,16,δὲ,δέ,G1161,2771
90103,93483,1 Corinthiens,1,16,καὶ,καί,G2532,9130
90104,93484,1 Corinthiens,1,16,τὸν,ὁ,G3588,19785
90105,93485,1 Corinthiens,1,16,Στεφανᾶ,Στεφανᾶς,G4734,3
90106,93486,1 Corinthiens,1,16,οἶκον,οἶκος,G3624,112
90107,93487,1 Corinthiens,1,16,λοιπὸν,λοιπόν,G3063,13
90108,93488,1 Corinthiens,1,16,οὐκ,οὐ,G3756,1667
90109,93489,1 Corinthiens,1,16,οἶδα,εἴδω,G6063,280
90110,93490,1 Corinthiens,1,16,εἴ,εἰ,G1487,506
90111,93491,1 Corinthiens,1,16,τινα,τις,G5100,525
90112,93492,1 Corinthiens,1,16,ἄλλον,ἄλλος,G0243,154
90113,93493,1 Corinthiens,1,16,ἐβάπτισα,βαπτίζω,G0907,76
90114,93494,1 Corinthiens,1,17,οὐ,οὐ,G3756,1667
90115,93495,1 Corinthiens,1,17,γὰρ,γάρ,G1063,1039
90116,93496,1 Corinthiens,1,17,ἀπέστειλέν,ἀποστέλλω,G0649,131
90117,93497,1 Corinthiens,1,17,με,ἐγώ,G1473,2462
90118,93498,1 Corinthiens,1,17,Χριστὸς,Χριστός,G5547,529
90119,93499,1 Corinthiens,1,17,βαπτίζειν,βαπτίζω,G0907,76
90120,93500,1 Corinthiens,1,17,ἀλλ᾽,ἀλλά,G0235,638
90121,93501,1 Corinthiens,1,17,εὐαγγελίζεσθαι,εὐαγγελίζομαι,G2097,53
90122,93502,1 Corinthiens,1,17,οὐκ,οὐ,G3756,1667
90123,93503,1 Corinthiens,1,17,ἐν,ἐν,G1722,2728
90124,93504,1 Corinthiens,1,17,σοφίᾳ,σοφία,G4678,51
90125,93505,1 Corinthiens,1,17,λόγου,λόγος,G3056,330
90126,93506,1 Corinthiens,1,17,ἵνα,ἵνα,G2443,668
90127,93507,1 Corinthiens,1,17,μὴ,μή,G3361,1065
90128,93508,1 Corinthiens,1,17,κενωθῆ,κενόω,G2758,5
90129,93509,1 Corinthiens,1,17,ὁ,ὁ,G3588,19785
90130,93510,1 Corinthiens,1,17,σταυρὸς,σταυρός,G4716,27
90131,93511,1 Corinthiens,1,17,τοῦ,ὁ,G3588,19785
90132,93512,1 Corinthiens,1,17,Χριστοῦ,Χριστός,G5547,529
90133,93513,1 Corinthiens,1,18,Ὁ,ὁ,G3588,19785
90134,93514,1 Corinthiens,1,18,λόγος,λόγος,G3056,330
90135,93515,1 Corinthiens,1,18,γὰρ,γάρ,G1063,1039
90136,93516,1 Corinthiens,1,18,ὁ,ὁ,G3588,19785
90137,93517,1 Corinthiens,1,18,τοῦ,ὁ,G3588,19785
90138,93518,1 Corinthiens,1,18,σταυροῦ,σταυρός,G4716,27
90139,93519,1 Corinthiens,1,18,τοῖς,ὁ,G3588,19785
90140,93520,1 Corinthiens,1,18,μὲν,μέν,G3303,178
90141,93521,1 Corinthiens,1,18,ἀπολλυμένοις,ἀπολλύω,G0622,90
90142,93522,1 Corinthiens,1,18,μωρία,μωρία,G3472,5
90143,93523,1 Corinthiens,1,18,ἐστίν,εἰμί,G1510,2458
90144,93524,1 Corinthiens,1,18,τοῖς,ὁ,G3588,19785
90145,93525,1 Corinthiens,1,18,δὲ,δέ,G1161,2771
90146,93526,1 Corinthiens,1,18,σῳζομένοις,σῴζω,G4982,106
90147,93527,1 Corinthiens,1,18,ἡμῖν,ἐγώ,G1473,2462
90148,93528,1 Corinthiens,1,18,δύναμις,δύναμις,G1411,119
90149,93529,1 Corinthiens,1,18,θεοῦ,θεός,G2316,1311
90150,93530,1 Corinthiens,1,18,ἐστιν,εἰμί,G1510,2458
90151,93531,1 Corinthiens,1,19,γέγραπται,γράφω,G1125,190
90152,93532,1 Corinthiens,1,19,γάρ,γάρ,G1063,1039
90153,93533,1 Corinthiens,1,19,ἀπολῶ,ἀπολλύω,G0622,90
90154,93534,1 Corinthiens,1,19,τὴν,ὁ,G3588,19785
90155,93535,1 Corinthiens,1,19,σοφίαν,σοφία,G4678,51
90156,93536,1 Corinthiens,1,19,τῶν,ὁ,G3588,19785
90157,93537,1 Corinthiens,1,19,σοφῶν,σοφός,G4680,20
90158,93538,1 Corinthiens,1,19,καὶ,καί,G2532,9130
90159,93539,1 Corinthiens,1,19,τὴν,ὁ,G3588,19785
90160,93540,1 Corinthiens,1,19,σύνεσιν,σύνεσις,G4907,7
90161,93541,1 Corinthiens,1,19,τῶν,ὁ,G3588,19785
90162,93542,1 Corinthiens,1,19,συνετῶν,συνετός,G4908,4
90163,93543,1 Corinthiens,1,19,ἀθετήσω,ἀθετέω,G0114,16
90164,93544,1 Corinthiens,1,20,ποῦ,ποῦ,G4226,47
90165,93545,1 Corinthiens,1,20,σοφός,σοφός,G4680,20
90166,93546,1 Corinthiens,1,20,ποῦ,ποῦ,G4226,47
90167,93547,1 Corinthiens,1,20,γραμματεύς,γραμματεύς,G1122,62
90168,93548,1 Corinthiens,1,20,ποῦ,ποῦ,G4226,47
90169,93549,1 Corinthiens,1,20,συζητητὴς,συζητητής,G4804,1
90170,93550,1 Corinthiens,1,20,τοῦ,ὁ,G3588,19785
90171,93551,1 Corinthiens,1,20,αἰῶνος,αἰών,G0165,123
90172,93552,1 Corinthiens,1,20,τούτου,οὗτος,G3778,1380
90173,93553,1 Corinthiens,1,20,οὐχὶ,οὐχί,G3780,53
90174,93554,1 Corinthiens,1,20,ἐμώρανεν,μωραίνω,G3471,4
90175,93555,1 Corinthiens,1,20,ὁ,ὁ,G3588,19785
90176,93556,1 Corinthiens,1,20,θεὸς,θεός,G2316,1311
90177,93557,1 Corinthiens,1,20,τὴν,ὁ,G3588,19785
90178,93558,1 Corinthiens,1,20,σοφίαν,σοφία,G4678,51
90179,93559,1 Corinthiens,1,20,τοῦ,ὁ,G3588,19785
90180,93560,1 Corinthiens,1,20,κόσμου,κόσμος,G2889,185
90181,93562,1 Corinthiens,1,21,ἐπειδὴ,ἐπειδή,G1894,10
90182,93563,1 Corinthiens,1,21,γὰρ,γάρ,G1063,1039
90183,93564,1 Corinthiens,1,21,ἐν,ἐν,G1722,2728
90184,93565,1 Corinthiens,1,21,τῆ,ὁ,G3588,19785
90185,93566,1 Corinthiens,1,21,σοφίᾳ,σοφία,G4678,51
90186,93567,1 Corinthiens,1,21,τοῦ,ὁ,G3588,19785
90187,93568,1 Corinthiens,1,21,θεοῦ,θεός,G2316,1311
90188,93569,1 Corinthiens,1,21,οὐκ,οὐ,G3756,1667
90189,93570,1 Corinthiens,1,21,ἔγνω,γινώσκω,G1097,218
90190,93571,1 Corinthiens,1,21,ὁ,ὁ,G3588,19785
90191,93572,1 Corinthiens,1,21,κόσμος,κόσμος,G2889,185
90192,93573,1 Corinthiens,1,21,διὰ,διά,G1223,666
90193,93574,1 Corinthiens,1,21,τῆς,ὁ,G3588,19785
90194,93575,1 Corinthiens,1,21,σοφίας,σοφία,G4678,51
90195,93576,1 Corinthiens,1,21,τὸν,ὁ,G3588,19785
90196,93577,1 Corinthiens,1,21,θεόν,θεός,G2316,1311
90197,93578,1 Corinthiens,1,21,εὐδόκησεν,εὐδοκέω,G2106,21
90198,93579,1 Corinthiens,1,21,ὁ,ὁ,G3588,19785
90199,93580,1 Corinthiens,1,21,θεὸς,θεός,G2316,1311
90200,93581,1 Corinthiens,1,21,διὰ,διά,G1223,666
90201,93582,1 Corinthiens,1,21,τῆς,ὁ,G3588,19785
90202,93583,1 Corinthiens,1,21,μωρίας,μωρία,G3472,5
90203,93584,1 Corinthiens,1,21,τοῦ,ὁ,G3588,19785
90204,93585,1 Corinthiens,1,21,κηρύγματος,κήρυγμα,G2782,8
90205,93586,1 Corinthiens,1,21,σῶσαι,σῴζω,G4982,106
90206,93587,1 Corinthiens,1,21,τοὺς,ὁ,G3588,19785
90207,93588,1 Corinthiens,1,21,πιστεύοντας,πιστεύω,G4100,238
90208,93589,1 Corinthiens,1,22,ἐπειδὴ,ἐπειδή,G1894,10
90209,93590,1 Corinthiens,1,22,καὶ,καί,G2532,9130
90210,93591,1 Corinthiens,1,22,Ἰουδαῖοι,Ἰουδαῖος,G2453,194
90211,93592,1 Corinthiens,1,22,σημεῖα,σημεῖον,G4592,77
90212,93593,1 Corinthiens,1,22,αἰτοῦσιν,αἰτέω,G0154,70
90213,93594,1 Corinthiens,1,22,καὶ,καί,G2532,9130
90214,93595,1 Corinthiens,1,22,Ἕλληνες,Ἕλλην,G1672,25
90215,93596,1 Corinthiens,1,22,σοφίαν,σοφία,G4678,51
90216,93597,1 Corinthiens,1,22,ζητοῦσιν,ζητέω,G2212,116
90217,93598,1 Corinthiens,1,23,ἡμεῖς,ἐγώ,G1473,2462
90218,93599,1 Corinthiens,1,23,δὲ,δέ,G1161,2771
90219,93600,1 Corinthiens,1,23,κηρύσσομεν,κηρύσσω,G2784,61
90220,93601,1 Corinthiens,1,23,Χριστὸν,Χριστός,G5547,529
